name	dist	support	dup_percent	dup_sp	evoltype	lineage	named_lineage	rank	sci_name	taxid
GB_GCA_000690595.2	0.01123					1|2|3|315|316|2417|2481|7010|7011	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema mahii|GB_GCA_000690595.2	subspecies	s__Natrinema mahii	GB_GCA_000690595.2
RS_GCF_001953745.1	0.0139					1|2|3|315|316|2417|2481|11078|11079	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema saccharevitans|RS_GCF_001953745.1	subspecies	s__Natrinema saccharevitans	RS_GCF_001953745.1
RS_GCF_000337735.1	0.02165					1|2|3|315|316|2417|3014|8481|8482	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum sulfidifaciens|RS_GCF_000337735.1	subspecies	s__Natronorubrum sulfidifaciens	RS_GCF_000337735.1
RS_GCF_004799645.1	0.0282					1|2|3|315|316|2417|3014|3015|3016	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natronorubrum|s__Natronorubrum bangense|RS_GCF_004799645.1	subspecies	s__Natronorubrum bangense	RS_GCF_004799645.1
N1816	0.00278				S	1|2|236|237|238|239|757	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3	genus	g__MGIIb-O3	g__MGIIb-O3
GB_GCA_001628485.1	0.00844					1|2|236|237|238|239|757|824|830	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp001628485|GB_GCA_001628485.1	subspecies	s__MGIIb-O3 sp001628485	GB_GCA_001628485.1
N1827	0.00527				S	1|2|236|237|238|239|757	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3	genus	g__MGIIb-O3	g__MGIIb-O3
GB_GCA_002723045.1	0.02921					1|2|236|237|238|239|757|8812|8813	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp002723045|GB_GCA_002723045.1	subspecies	s__MGIIb-O3 sp002723045	GB_GCA_002723045.1
N2118	0.01402				S	1|2|236|367|588|589|1410	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71	genus	g__UBA71	g__UBA71
GB_GCA_015063125.1	0.04626					1|2|236|367|588|589|1410|5020|5021	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp015063125|GB_GCA_015063125.1	subspecies	s__UBA71 sp015063125	GB_GCA_015063125.1
GB_GCA_015063165.1	0.03946					1|2|236|367|588|589|1410|2018|2022	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp015063165|GB_GCA_015063165.1	subspecies	s__UBA71 sp015063165	GB_GCA_015063165.1
GB_GCA_017540825.1	0.03278					1|2|236|367|588|589|1410|5740|5741	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp017540825|GB_GCA_017540825.1	subspecies	s__UBA71 sp017540825	GB_GCA_017540825.1
GB_GCA_016281925.1	0.02965					1|2|236|367|588|589|1410|5842|5843	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp016281925|GB_GCA_016281925.1	subspecies	s__UBA71 sp016281925	GB_GCA_016281925.1
GB_GCA_017524805.1	0.02481					1|2|236|367|588|589|1410|4068|4070	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp017524805|GB_GCA_017524805.1	subspecies	s__UBA71 sp017524805	GB_GCA_017524805.1
GB_GCA_017519045.1	0.02816					1|2|236|367|588|589|1410|4333|4334	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp017519045|GB_GCA_017519045.1	subspecies	s__UBA71 sp017519045	GB_GCA_017519045.1
GB_GCA_017616575.1	0.03082					1|2|236|367|588|589|1410|9957|9958	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp017616575|GB_GCA_017616575.1	subspecies	s__UBA71 sp017616575	GB_GCA_017616575.1
N2681	0.01087				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
GB_GCA_013002265.1	0.07677					1|2|82|655|656|657|672|10161|10162	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp013002265|GB_GCA_013002265.1	subspecies	s__Nitrosopumilus sp013002265	GB_GCA_013002265.1
N2694	0.01984				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
N2703	0.02311				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
N2720	0.00467				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
RS_GCF_000875775.1	0.02369					1|2|82|655|656|657|672|5417|5418	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus piranensis|RS_GCF_000875775.1	subspecies	s__Nitrosopumilus piranensis	RS_GCF_000875775.1
N2728	0.04631				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
GB_GCA_900620265.1	0.36094					1|2|82|655|656|657|672|8575|8576	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp900620265|GB_GCA_900620265.1	subspecies	s__Nitrosopumilus sp900620265	GB_GCA_900620265.1
N2744	0.0158				S	1|2|82|655|656|657|1827	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum	genus	g__Nitrosarchaeum	g__Nitrosarchaeum
N2747	0.01033				S	1|2|82|655|656|657|1827	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum	genus	g__Nitrosarchaeum	g__Nitrosarchaeum
RS_GCF_000220175.1	0.01017					1|2|82|655|656|657|1827|4339|4340	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum koreense|RS_GCF_000220175.1	subspecies	s__Nitrosarchaeum koreense	RS_GCF_000220175.1
GB_GCA_018334095.1	0.0149					1|2|82|655|656|657|1827|6787|6788	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum sp018334095|GB_GCA_018334095.1	subspecies	s__Nitrosarchaeum sp018334095	GB_GCA_018334095.1
N3200	0.02745				S	1|2|82|1318|2102|2103|2104	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986	genus	g__PALSA-986	g__PALSA-986
N3203	0.02465				S	1|2|82|1318|2102|2103|2104	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986	genus	g__PALSA-986	g__PALSA-986
RS_GCF_004114995.1	0.02349					1|2|3|315|316|317|451|6613|6614	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum amylolyticum|RS_GCF_004114995.1	subspecies	s__Halorubrum amylolyticum	RS_GCF_004114995.1
RS_GCF_007671685.1	0.01328					1|2|3|315|316|317|451|7501|7502	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum salsamenti|RS_GCF_007671685.1	subspecies	s__Halorubrum salsamenti	RS_GCF_007671685.1
N37	0.00756				S	1|2|3|315|316|317|451	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum	genus	g__Halorubrum	g__Halorubrum
RS_GCF_001280455.1	0.01829					1|2|3|315|316|317|451|1120|1121	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum tropicale|RS_GCF_001280455.1	subspecies	s__Halorubrum tropicale	RS_GCF_001280455.1
RS_GCF_000336875.1	0.02576					1|2|3|315|316|317|451|5435|5436	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum californiense|RS_GCF_000336875.1	subspecies	s__Halorubrum californiense	RS_GCF_000336875.1
RS_GCF_005435165.1	0.02462					1|2|3|315|316|317|451|7740|7741	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum sp005435165|RS_GCF_005435165.1	subspecies	s__Halorubrum sp005435165	RS_GCF_005435165.1
RS_GCF_003666015.1	0.01036					1|2|3|315|316|317|451|5759|5760	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum sp003666015|RS_GCF_003666015.1	subspecies	s__Halorubrum sp003666015	RS_GCF_003666015.1
RS_GCF_018228765.1	0.00857					1|2|3|315|316|317|451|4887|4888	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum sp000296615|RS_GCF_018228765.1	subspecies	s__Halorubrum sp000296615	RS_GCF_018228765.1
N491	0.02558				S	1|2|3|315|316|2417|2481	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema	genus	g__Natrinema	g__Natrinema
RS_GCF_002494345.1	0.02787					1|2|3|315|316|2417|2481|3662|3663	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema ejinorense|RS_GCF_002494345.1	subspecies	s__Natrinema ejinorense	RS_GCF_002494345.1
RS_GCF_000337195.1	0.01338					1|2|3|315|316|2417|2481|10170|10171	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema versiforme|RS_GCF_000337195.1	subspecies	s__Natrinema versiforme	RS_GCF_000337195.1
RS_GCF_005576615.1	0.01252					1|2|3|315|316|2417|2481|10260|10261	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema versiforme_A|RS_GCF_005576615.1	subspecies	s__Natrinema versiforme_A	RS_GCF_005576615.1
N1814	0.00299				S	1|2|236|237|238|239|757	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3	genus	g__MGIIb-O3	g__MGIIb-O3
GB_GCA_902625325.1	0.01843					1|2|236|237|238|239|757|5822|5823	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp902625325|GB_GCA_902625325.1	subspecies	s__MGIIb-O3 sp902625325	GB_GCA_902625325.1
GB_GCA_002730445.1	0.02973					1|2|236|237|238|239|757|10235|10236	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp002730445|GB_GCA_002730445.1	subspecies	s__MGIIb-O3 sp002730445	GB_GCA_002730445.1
GB_GCA_003602515.1	0.03165					1|2|236|237|238|239|757|4485|4487	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp003602515|GB_GCA_003602515.1	subspecies	s__MGIIb-O3 sp003602515	GB_GCA_003602515.1
GB_GCA_015063285.1	0.02791					1|2|236|367|588|589|1410|1614|1619	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp015063285|GB_GCA_015063285.1	subspecies	s__UBA71 sp015063285	GB_GCA_015063285.1
GB_GCA_017468935.1	0.02869					1|2|236|367|588|589|1410|7604|7605	root|d__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71 sp017468935|GB_GCA_017468935.1	subspecies	s__UBA71 sp017468935	GB_GCA_017468935.1
N2673	0.01316				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
N2680	0.05673				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
N2692	0.02003				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
GB_GCA_013215285.1	0.0907					1|2|82|655|656|657|672|11266|11267	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp013215285|GB_GCA_013215285.1	subspecies	s__Nitrosopumilus sp013215285	GB_GCA_013215285.1
N2699	0.01711				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
N2702	0.02548				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
N2718	0.00534				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
RS_GCF_000299365.1	0.03033					1|2|82|655|656|657|672|4034|4035	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus koreensis|RS_GCF_000299365.1	subspecies	s__Nitrosopumilus koreensis	RS_GCF_000299365.1
GB_GCA_003724285.1	0.04674					1|2|82|655|656|657|672|4743|4744	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp003724285|GB_GCA_003724285.1	subspecies	s__Nitrosopumilus sp003724285	GB_GCA_003724285.1
GB_GCA_003724325.1	0.0607					1|2|82|655|656|657|672|5227|5229	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp003724325|GB_GCA_003724325.1	subspecies	s__Nitrosopumilus sp003724325	GB_GCA_003724325.1
N2742	0.00583				S	1|2|82|655|656|657|1827	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum	genus	g__Nitrosarchaeum	g__Nitrosarchaeum
GB_GCA_004297665.1	0.01276					1|2|82|655|656|657|1827|1828|1829	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum sp004297665|GB_GCA_004297665.1	subspecies	s__Nitrosarchaeum sp004297665	GB_GCA_004297665.1
GB_GCA_002737445.1	0.0778					1|2|82|655|656|657|1827|2024|2025	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum sp002737445|GB_GCA_002737445.1	subspecies	s__Nitrosarchaeum sp002737445	GB_GCA_002737445.1
GB_GCA_003569705.1	0.02293					1|2|82|655|656|657|1827|4780|4781	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum sp003569705|GB_GCA_003569705.1	subspecies	s__Nitrosarchaeum sp003569705	GB_GCA_003569705.1
N3194	0.03235				S	1|2|82|1318|2102|2103|2104	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986	genus	g__PALSA-986	g__PALSA-986
N3199	0.04653				S	1|2|82|1318|2102|2103|2104	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986	genus	g__PALSA-986	g__PALSA-986
GB_GCA_003164295.1	0.08956					1|2|82|1318|2102|2103|2104|9247|9248	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986|s__PALSA-986 sp003164295|GB_GCA_003164295.1	subspecies	s__PALSA-986 sp003164295	GB_GCA_003164295.1
GB_GCA_003165195.1	0.09653					1|2|82|1318|2102|2103|2104|8525|8526	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986|s__PALSA-986 sp003165195|GB_GCA_003165195.1	subspecies	s__PALSA-986 sp003165195	GB_GCA_003165195.1
RS_GCF_000337035.1	0.01706					1|2|3|315|316|317|451|5904|5905	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum coriense|RS_GCF_000337035.1	subspecies	s__Halorubrum coriense	RS_GCF_000337035.1
RS_GCF_002114285.1	0.01574					1|2|3|315|316|317|451|452|454	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum ezzemoulense|RS_GCF_002114285.1	subspecies	s__Halorubrum ezzemoulense	RS_GCF_002114285.1
N489	0.00394				S	1|2|3|315|316|2417|2481	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema	genus	g__Natrinema	g__Natrinema
RS_GCF_000337175.1	0.01148					1|2|3|315|316|2417|2481|2987|2988	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema gari|RS_GCF_000337175.1	subspecies	s__Natrinema gari	RS_GCF_000337175.1
N1812	0.00607				S	1|2|236|237|238|239|757	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3	genus	g__MGIIb-O3	g__MGIIb-O3
GB_GCA_001629235.1	0.01139					1|2|236|237|238|239|757|1264|1269	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp001629235|GB_GCA_001629235.1	subspecies	s__MGIIb-O3 sp001629235	GB_GCA_001629235.1
N2671	0.01499				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
RS_GCF_000242875.2	0.09049					1|2|82|655|656|657|672|8471|8472	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus salaria|RS_GCF_000242875.2	subspecies	s__Nitrosopumilus salaria	RS_GCF_000242875.2
N2678	0.01025				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
RS_GCF_003175215.1	0.0313					1|2|82|655|656|657|672|8633|8634	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp003175215|RS_GCF_003175215.1	subspecies	s__Nitrosopumilus sp003175215	RS_GCF_003175215.1
N2688	0.01966				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
N2691	0.07761				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
N2697	0.05746				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
GB_GCA_013911135.1	0.05314					1|2|82|655|656|657|672|7701|7702	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp013911135|GB_GCA_013911135.1	subspecies	s__Nitrosopumilus sp013911135	GB_GCA_013911135.1
GB_GCA_001510275.1	0.03506					1|2|82|655|656|657|672|10306|10307	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp001510275|GB_GCA_001510275.1	subspecies	s__Nitrosopumilus sp001510275	GB_GCA_001510275.1
GB_GCA_016784625.1	0.03454					1|2|82|655|656|657|672|6273|6274	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp016784625|GB_GCA_016784625.1	subspecies	s__Nitrosopumilus sp016784625	GB_GCA_016784625.1
N2716	0.00557				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
GB_GCA_016125975.1	0.03161					1|2|82|655|656|657|672|9780|9781	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus sp016125975|GB_GCA_016125975.1	subspecies	s__Nitrosopumilus sp016125975	GB_GCA_016125975.1
GB_GCA_009697485.1	0.01851					1|2|82|655|656|657|1827|8904|8905	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum sp009697485|GB_GCA_009697485.1	subspecies	s__Nitrosarchaeum sp009697485	GB_GCA_009697485.1
GB_GCA_013140415.1	0.01053					1|2|82|655|656|657|1827|6465|6466	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum|s__Nitrosarchaeum sp013140415|GB_GCA_013140415.1	subspecies	s__Nitrosarchaeum sp013140415	GB_GCA_013140415.1
N3182	0.02629				S	1|2|82|1318|2102|2103|2104	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986	genus	g__PALSA-986	g__PALSA-986
N3193	0.13158				S	1|2|82|1318|2102|2103|2104	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986	genus	g__PALSA-986	g__PALSA-986
N3197	0.02068				S	1|2|82|1318|2102|2103|2104	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986	genus	g__PALSA-986	g__PALSA-986
GB_GCA_003141855.1	0.0416					1|2|82|1318|2102|2103|2104|3833|3834	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia|o__B26-1|f__UBA233|g__PALSA-986|s__PALSA-986 sp003141855|GB_GCA_003141855.1	subspecies	s__PALSA-986 sp003141855	GB_GCA_003141855.1
RS_GCF_000337615.1	0.00735					1|2|3|315|316|2417|2481|4529|4531	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema pallidum|RS_GCF_000337615.1	subspecies	s__Natrinema pallidum	RS_GCF_000337615.1
RS_GCF_000731985.1	0.00821					1|2|3|315|316|2417|2481|2482|2485	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema altunense|RS_GCF_000731985.1	subspecies	s__Natrinema altunense	RS_GCF_000731985.1
GB_GCA_001629255.1	0.01726					1|2|236|237|238|239|757|1591|1592	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp001629255|GB_GCA_001629255.1	subspecies	s__MGIIb-O3 sp001629255	GB_GCA_001629255.1
GB_GCA_902601345.1	0.0135					1|2|236|237|238|239|757|10372|10373	root|d__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__Poseidoniales|f__Thalassarchaeaceae|g__MGIIb-O3|s__MGIIb-O3 sp902601345|GB_GCA_902601345.1	subspecies	s__MGIIb-O3 sp902601345	GB_GCA_902601345.1
N2669	0.00987				S	1|2|82|655|656|657|672	root|d__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosopumilus	genus	g__Nitrosopumilus	g__Nitrosopumilus
